Taxon	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_265	VatanenT_2016.metaphlan_bugs_list.stool:G80343	NielsenHB_2014.metaphlan_bugs_list.stool:MH0039	LiJ_2014.metaphlan_bugs_list.stool:O2.UC37-1	ChengpingW_2017.metaphlan_bugs_list.stool:AS96raw	LouisS_2016.metaphlan_bugs_list.stool:AS64_3	HMP_2012.metaphlan_bugs_list.stool:SRS014613	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC31_0	NielsenHB_2014.metaphlan_bugs_list.stool:MH0146	ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ55C_17	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS59699117ST-27-0-0	BackhedF_2015.metaphlan_bugs_list.stool:SID622_M	LiSS_2016.metaphlan_bugs_list.stool:FAT_015-22-0-0	LiJ_2017.metaphlan_bugs_list.stool:H3M516909	QinJ_2012.metaphlan_bugs_list.stool:T2D-005	VincentC_2016.metaphlan_bugs_list.stool:MM094.2	LoombaR_2017.metaphlan_bugs_list.stool:SID1019_aas	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_346	BackhedF_2015.metaphlan_bugs_list.stool:SID18_12M	NielsenHB_2014.metaphlan_bugs_list.stool:V1_UC50_1	BackhedF_2015.metaphlan_bugs_list.stool:SID7_4M	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142139	BackhedF_2015.metaphlan_bugs_list.stool:SID70_12M	KarlssonFH_2013.metaphlan_bugs_list.stool:S353	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC2_0	VatanenT_2016.metaphlan_bugs_list.stool:G78843	LiSS_2016.metaphlan_bugs_list.stool:FAT_012-22-42-0	VatanenT_2016.metaphlan_bugs_list.stool:G69160	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_596	FengQ_2015.metaphlan_bugs_list.stool:SID530315	XieH_2016.metaphlan_bugs_list.stool:YSZC12003_35550	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC29_2	MatsonV_2018.metaphlan_bugs_list.stool:SAM_14	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_704	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS40913371ST-27-0-0	LiJ_2017.metaphlan_bugs_list.stool:H2M514108	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142184	BackhedF_2015.metaphlan_bugs_list.stool:SID276_4M	LeChatelierE_2013.metaphlan_bugs_list.stool:MH0114	ChengpingW_2017.metaphlan_bugs_list.stool:AS109raw	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A029-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:V12_01_2FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A004-11-0-0	RampelliS_2015.metaphlan_bugs_list.stool:H24	BritoIL_2016.metaphlan_bugs_list.stool:W1.21.ST	PasolliE_2018.metaphlan_bugs_list.stool:A48_01_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID08I_170	PasolliE_2018.metaphlan_bugs_list.stool:V31_01_2FE	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20244-GH	BritoIL_2016.metaphlan_bugs_list.stool:WL.32.ST	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20647-TZ	BritoIL_2016.metaphlan_bugs_list.stool:W1.22.ST	PasolliE_2018.metaphlan_bugs_list.stool:A91_01_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A058-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:A91_02_1FE	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM11	BritoIL_2016.metaphlan_bugs_list.stool:W1.38.ST	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_39371	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20473-TZ	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B037-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:W1.6.ST	BritoIL_2016.metaphlan_bugs_list.stool:W2.19.ST	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20275-GH	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B046-11-0-0	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM25	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_21618	RampelliS_2015.metaphlan_bugs_list.stool:H20	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20374-TZ	LiuW_2016.metaphlan_bugs_list.stool:SRR3992994	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B030-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:M1.57.ST	BritoIL_2016.metaphlan_bugs_list.stool:M1.65.ST	PasolliE_2018.metaphlan_bugs_list.stool:A89_02_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A076-11-0-0	PasolliE_2018.metaphlan_bugs_list.stool:A42_02_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID240301	TettAJ_2019_c.metaphlan_bugs_list.stool:CM_D26_M0_18	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20049-GH	PehrssonE_2016.metaphlan_bugs_list.stool:SID09E_519	PehrssonE_2016.metaphlan_bugs_list.stool:SID08C_021	Lib4_3	Lib4_7	s_02	Lib3_6	Lib4_6	Lib4_1	Lib4_4	Lib4_8	Lib4_5	Lib4_2	Lib3_9	ERR1883623	ERR1883556	ERR1883448	ERR1883403	ERR1883529	ERR1883543	ERR1883460	ERR1883427	ERR1883665	ERR1883811	ERR1883583	ERR1883612	ERR1883540	ERR1883784	ERR1883598	ERR1883642	ERR1883482	ERR1883511	ERR1883479	ERR1883794	ERR1883647	ERR1883476	ERR1883551	ERR1883418	ERR1883689	ERR1883810	ERR1883473	ERR1883519	ERR1883661	ERR1883475	ERR1883710	ERR1883406	ERR1883584	ERR1883601	ERR1883726	ERR1883713	ERR1883408	ERR1883740	Lib4_10	Lib4_11	Lib4_12	CBA001	ECO004	DRL001	BRF001	TRO001	LEI010	MLP001	CMN001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	69063	10749	56875	51561	4353	12299	0	146329	634	181512	0	357	45245	0	0	0	2542	14809	78342	16071	0	472	81275	19756	391553	0	7014	82611	109229	16049	11776	9619	0	111673	0	0	27275	0	29157	0	24210	0	25868	3295	0	0	134	0	5732	72786	0	0	15165	2985	22188	10688	0	4530	0	865722	5321	39578	17819	10591	25173	36114	0	0	0	0	3188	18557	0	0	0	0	3720	0	0	0	0	931	2574	0	0	0	0	0	0	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	598248	87474	662998	1163363	738241	485336	780241	698557	223317	2612564	963297	467611	3938254	870542	257248	49286	1375753	873002	776154	1254444	0	725297	632109	807689	2050863	23977	1265045	304760	529387	1950221	374888	367800	525023	99263	2013547	14360	2983256	261704	776993	64093	941377	295107	381768	330281	508127	305733	289324	1326283	802311	3024986	293100	1277149	3311077	199020	458354	928406	1755188	196119	177274	9593611	1707114	1947944	226322	505181	1631645	241860	137700	368216	67262	47585	1673275	1445768	708545	524832	163927	1748171	231545	628690	7190	9303	6752313	5252137	15958157	105739	6560045	2513790	17633560	1838895	453610	5245903	4366682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24799	0	0	0	0	287964	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0	8929	0	147271	87465	335826	0	0	72250	54011	51693	0	265712	833267	12181	0	43041	5503	414247	20319	0	172863	427404	0	0	19185	0	83940	0	4552	6023	0	9559	0	382007	5088	1549365	1831	7073	4052	0	0	0	0	0	0	0	0	504	0	23991	0	0	0	0	0	0	0	45703	0	0	0	0	0	0	0	0	0	536	0	0	0	0	1124	0	1553643	0	0	0	0	0	50305	0	0	0	0	1889348	0	18909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0	8929	0	147271	87465	335826	0	0	72250	54011	51693	0	265712	833267	12181	0	43041	5503	414247	20319	0	172863	427404	0	0	19185	0	83940	0	4552	6023	0	9559	0	382007	5088	1549365	1831	7073	4052	0	0	0	0	0	0	0	0	504	0	23991	0	0	0	0	0	0	0	45703	0	0	0	0	0	0	0	0	0	536	0	0	0	0	1124	0	1553643	0	0	0	0	0	50305	0	0	0	0	1889348	0	18909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	236535	38373	93632	631502	204226	0	187361	314615	35270	185161	22055	17399	646635	0	82268	44940	78591	356793	0	921003	0	169722	3508	518422	752688	0	115576	167139	224979	1674382	279853	90081	220279	43963	107856	1954	337331	3502	31680	17262	207916	67726	159156	75214	200909	183357	145304	454491	190362	621731	172560	153569	1375850	88237	83853	137091	547357	165600	75424	417660	343099	381285	39490	124349	93354	166367	47773	233349	5013	27366	436959	195912	212589	214791	144340	14884	130757	227285	2395	2723	993023	252037	10710004	85338	2218183	670179	2171109	1378003	52867	1107178	1516780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24799	0	0	0	0	287964	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	138997	38373	93632	185703	204226	0	68523	28815	35270	185161	22055	17399	176648	0	82268	44940	78591	218309	0	921003	0	169722	3508	518422	226784	0	115576	167139	224979	290099	125721	90081	220279	43963	107856	1954	109554	3502	31680	17262	207916	67726	159156	75214	200909	183357	145304	454491	190362	621731	172560	153569	1375850	88237	83853	137091	547357	165600	75424	417660	343099	381285	39490	124349	93354	166367	47773	233349	5013	27366	436959	195912	212589	214791	144340	14884	130757	227285	2395	2723	993023	252037	10710004	85338	2218183	670179	2171109	1378003	52867	1107178	1516780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24799	0	0	0	0	287964	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	360211	40173	569367	304451	446550	147395	592892	375206	115802	1524240	866131	450211	3025914	37274	162799	4345	1254119	510705	361907	285944	0	382713	201202	289266	1298169	4792	1149469	53683	304408	145932	89003	277720	295185	55300	1516821	7318	1096561	256371	720657	42780	733461	227381	222612	255067	307217	122375	144020	871792	611445	2403255	96548	1123580	1935227	110784	374501	791322	1207831	30520	56154	9175951	1364015	1566671	186832	380838	1538292	75493	89926	134867	61713	20219	1236315	1249867	495956	308917	19591	179644	100789	401409	4796	6580	5738730	4947027	5248152	20401	4341861	1843611	11142063	460892	359534	4138724	2849901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035	211662	0	134864	0	0	0	0	229521	0	0	0	0	329593	0	0	0	0	228823	0	0	0	0	0	232122	524464	0	1149469	0	0	0	0	0	0	0	0	0	0	0	254633	0	733461	0	0	0	0	0	0	871792	0	1464641	0	0	1935227	0	0	0	1207831	0	0	9175951	1252815	1566671	186832	315224	1538292	0	0	0	0	0	1236315	1249867	0	271890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	148549	40173	434502	304451	446550	147395	592892	145685	115802	1524240	866131	450211	2696322	37274	162799	4345	1254119	281883	361907	285944	0	382713	201202	57145	773705	4792	0	53683	304408	145932	89003	277720	295185	55300	1516821	7318	1096561	256371	466018	42780	0	227381	222612	255067	307217	122375	144020	0	611445	938614	96548	1123580	0	110784	374501	791322	0	30520	56154	0	111211	0	0	65614	0	75493	89926	134867	61713	20219	0	0	495956	37026	19591	179644	100789	401409	4796	6580	5738730	4947027	5248152	20401	4341861	1843611	11142063	460892	359534	4138724	2849901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	0	48554	0	0	0	0	0	0	3870	0	0	275936	0	0	0	0	0	0	2556	0	3184	0	0	4045	0	3527	0	1117238	0	2677064	416784	0	0	839	0	0	0	13715	0	3609	0	15514368	0	2875374	0	336726	2532	0	6048472	614298	30048	1457790	1921984	22194	33164989	928123	1518	0	6528	434734	28277411	0	9215899	1374	0	3279	851832	8094	398	29015	244106	618136	8306	0	3531	95481	0	0	0	23177	2512	871810	7915	3466436	99213	9867	45566	0	716506	302867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	275936	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	1117238	0	2677064	416784	0	0	839	0	0	0	0	0	1677	0	15514368	0	2875374	0	336726	2532	0	6048472	614298	30048	1457790	1921984	22194	33164989	928123	1518	0	6528	434734	28277411	0	9215899	1374	0	3279	851832	8094	398	29015	244106	618136	8306	0	3531	95481	0	0	0	19912	2512	871810	7915	3466436	99213	9867	45566	0	716506	302867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0	0	0	0	0	0	0	0	0	0	0	0	275936	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	1117238	0	2677064	416784	0	0	839	0	0	0	0	0	1677	0	15514368	0	2875374	0	336726	2532	0	6048472	614298	30048	1457790	1921984	22194	33164989	928123	1518	0	6528	434734	28277411	0	9215899	1374	0	3279	851832	8094	398	29015	244106	618136	8306	0	3531	95481	0	0	0	19912	2512	871810	7915	3466436	99213	9867	45566	0	716506	302867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	356097	27460	514606	0	770458	0	103444	8030497	1137006	1994973	0	34706	768470	0	104467	8135	25161	1000452	0	1077567	0	0	0	1920745	1522732	0	2129104	70879	514614	638835	757035	2267068	0	244866	567751	0	376942	0	329192	10986	4384586	4427513	4024113	345572	962223	51691	398375	433942	67456	2947764	1456029	1007733	711831	656663	119518	714755	1506031	63186	105118	949240	1088111	1129077	124713	3280879	11347839	118669	194766	186454	42697	211016	2446032	2007560	423749	1184382	603904	6094	1669355	531153	0	0	6068342	1344793	4614041	42920	10621478	2874692	2132304	2994126	93189	7543462	4709140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103700	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	105027	0	37833	0	45328	0	0	93668	32690	258238	0	8461	155465	0	29660	8135	24953	107451	0	77467	0	0	0	382142	158639	0	134424	70879	97227	355759	320084	152116	0	33553	0	0	112593	0	57821	8908	260918	35444	383515	97653	76072	51691	290615	175295	8217	551183	59676	218278	264301	95469	69397	172779	415892	25015	62018	337240	130000	337049	53525	252147	115228	25802	156220	7716	10288	3835	324199	202909	366238	114459	205252	5055	185187	34910	0	0	5086110	712779	3719425	19230	2291152	760882	1643171	329445	78192	933282	2987409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	105027	0	37833	0	45328	0	0	93668	32690	258238	0	8461	155465	0	29660	8135	24953	107451	0	77467	0	0	0	382142	158639	0	134424	70879	97227	355759	320084	152116	0	33553	0	0	112593	0	57821	8908	260918	35444	383515	97653	76072	51691	290615	175295	8217	551183	59676	218278	264301	95469	69397	172779	415892	25015	62018	337240	130000	337049	53525	252147	115228	25802	156220	7716	10288	3835	324199	202909	366238	114459	205252	5055	185187	34910	0	0	5086110	712779	3719425	19230	2291152	760882	1643171	329445	78192	933282	2987409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	251070	27460	111905	0	107437	0	103444	810764	133040	1736735	0	26245	259689	0	74803	0	208	296399	0	1000100	0	0	0	656478	1364093	0	414922	0	267645	104241	369833	981692	0	92080	567751	0	264348	0	271370	2075	224170	54008	1014019	247919	194111	0	107760	47494	59239	965827	149899	749571	447525	558943	50121	303740	381290	38171	43101	612000	186365	535865	71185	737493	147503	88041	38546	174444	32405	30038	598913	792441	27980	854032	0	1039	106318	115664	0	0	869761	411113	887810	23689	8297237	1768864	235286	107999	14996	6034191	1721730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	251070	27460	111905	0	107437	0	103444	810764	133040	1736735	0	26245	259689	0	74803	0	208	296399	0	1000100	0	0	0	656478	1364093	0	414922	0	267645	104241	369833	981692	0	92080	567751	0	264348	0	271370	2075	224170	54008	1014019	247919	194111	0	107760	47494	59239	965827	149899	749571	447525	558943	50121	303740	381290	38171	43101	612000	186365	535865	71185	737493	147503	88041	38546	174444	32405	30038	598913	792441	27980	854032	0	1039	106318	115664	0	0	869761	411113	887810	23689	8297237	1768864	235286	107999	14996	6034191	1721730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	184983	0	0	0	0	0	0	0	0	0	0	0	178834	0	0	0	0	0	0	0	0	0	0	1453	4338069	1655699	0	309	0	0	0	0	264373	34946	39884	0	2252	0	14503	21571	0	0	0	1460	58385	0	2203116	8029	4827	0	4294	0	0	2539	215942	29531	0	0	0	201165	28502	0	0	112445	220899	6804	0	33121	344945	253845	2556680	0	576019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103700	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	184983	0	0	0	0	0	0	0	0	0	0	0	178834	0	0	0	0	0	0	0	0	0	0	1453	4338069	1655699	0	309	0	0	0	0	264373	34946	39884	0	2252	0	14503	21571	0	0	0	1460	58385	0	2203116	8029	4827	0	4294	0	0	2539	215942	29531	0	0	0	201165	28502	0	0	112445	220899	6804	0	33121	344945	253845	2556680	0	576019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103700	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	364864	0	617693	0	0	7125970	971277	0	0	0	353316	0	0	0	0	411619	0	0	0	0	0	882125	0	0	1579758	0	149749	0	67118	1133266	0	119234	0	0	0	0	0	0	3898045	0	970879	0	691720	0	0	211152	0	1166382	1211508	0	0	0	0	223740	687278	0	0	0	770275	197779	0	88122	11077079	0	0	0	0	177143	1520381	796269	0	215884	398652	0	1176690	352077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595	0	0	364864	0	617693	0	0	7125970	971277	0	0	0	353316	0	0	0	0	411619	0	0	0	0	0	882125	0	0	1579758	0	149749	0	67118	1133266	0	119234	0	0	0	0	0	0	3898045	0	970879	0	691720	0	0	211152	0	1166382	1211508	0	0	0	0	223740	687278	0	0	0	770275	197779	0	88122	11077079	0	0	0	0	177143	1520381	796269	0	215884	398652	0	1176690	352077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	631722	2113	341025	1082344	198528	0	107842	1219341	10994	1080613	61497	52056	1839320	0	19379	20564	67190	304641	30111	21545	0	22147	67989	1206264	1929601	3056	1887816	163662	220215	911818	992462	2712878	5799	180225	87178	2840	651393	89085	540564	7808	751576	662641	1111405	718639	1253624	197171	225853	430951	452677	3681142	855743	782303	3651075	991655	711803	1930096	1947974	224745	81499	2953920	1173377	2398599	534336	1160574	484840	482629	141481	304462	110846	34533	3002138	1243473	1130760	660351	58809	43733	130518	395556	1381	76177	5600590	1078809	17942880	148047	13885619	1552049	6656637	1288418	187213	12912737	5006467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158099	0	0	0	0	457656	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	179414	0	123169	947725	126176	0	67237	374066	0	473555	0	22801	335338	0	16640	19228	0	218814	30111	1783	0	0	67989	45399	1144230	0	1154283	0	104848	468060	220837	255205	0	20659	0	0	516028	89085	165663	6485	344981	301800	444657	128909	704732	151715	118989	195994	311093	454506	247777	222303	2686283	381428	633885	1795198	1286956	103186	73229	906989	846959	988905	302815	593039	281455	354301	48597	82466	49711	10230	770185	258066	550200	319310	8947	2559	76875	247174	1068	23492	3226814	853647	15387034	74692	1584800	723346	5697136	410403	140449	2469475	1545179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	179414	0	123169	947725	126176	0	67237	374066	0	36720	0	22801	220681	0	16640	19228	0	218814	30111	1783	0	0	67989	45399	1144230	0	1154283	0	104848	468060	220837	255205	0	20659	0	0	516028	89085	165663	6485	344981	301800	444657	128909	704732	151715	118989	195994	311093	454506	247777	222303	2686283	381428	633885	1795198	1286956	103186	73229	906989	846959	988905	302815	593039	281455	354301	48597	82466	49711	10230	770185	258066	550200	319310	8947	2559	76875	247174	1068	23492	3226814	853647	15387034	74692	1584800	723346	5697136	410403	140449	2469475	1545179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	452305	0	217856	134619	72352	0	40606	845275	0	607057	0	29255	1503982	0	2740	1336	11471	85828	0	376	0	0	0	1160865	785371	3056	733532	163662	115367	443758	771625	2457673	0	159567	0	2546	135364	0	374901	1323	406595	360841	666748	589730	548892	45456	106864	234957	141583	3226626	607966	559999	964791	610227	77918	134898	661027	6715	8276	2046923	326418	1409694	231521	567535	185659	128329	0	222000	61136	24307	2231954	985407	580560	341048	0	41175	53637	148386	312	679	2373750	225162	2555846	73354	12300819	828703	959552	878014	46790	10443261	3461287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74707	0	0	0
